freq,psd_x,psd_y,psd_z,psd_xyz
46.2,1.208e+04,1.252e+03,1.031e+05,1.164e+05
47.8,1.362e+04,1.582e+03,7.806e+04,9.327e+04
49.3,1.472e+04,1.805e+03,6.125e+04,7.777e+04
50.9,1.901e+04,1.649e+03,4.932e+04,6.997e+04
52.4,2.928e+04,1.794e+03,4.598e+04,7.705e+04
54.0,4.555e+04,1.900e+03,5.046e+04,9.790e+04
55.5,7.029e+04,2.625e+03,5.879e+04,1.317e+05
57.0,9.774e+04,5.017e+03,8.637e+04,1.891e+05
58.6,1.151e+05,6.847e+03,1.185e+05,2.405e+05
60.1,1.183e+05,7.452e+03,1.356e+05,2.613e+05
61.7,1.069e+05,7.394e+03,1.375e+05,2.518e+05
63.2,8.865e+04,6.487e+03,1.259e+05,2.210e+05
64.7,6.855e+04,5.872e+03,1.111e+05,1.855e+05
66.3,5.252e+04,5.415e+03,9.425e+04,1.522e+05
67.8,3.994e+04,4.179e+03,7.432e+04,1.184e+05
69.4,2.852e+04,3.735e+03,5.376e+04,8.601e+04
70.9,1.909e+04,2.860e+03,3.484e+04,5.679e+04
72.4,1.221e+04,1.930e+03,2.090e+04,3.504e+04
74.0,7.950e+03,1.268e+03,1.374e+04,2.295e+04
75.5,4.822e+03,1.006e+03,1.081e+04,1.664e+04
77.1,2.894e+03,6.960e+02,1.191e+04,1.550e+04
78.6,2.281e+03,4.473e+02,1.827e+04,2.100e+04
80.2,2.172e+03,3.817e+02,2.810e+04,3.065e+04
81.7,1.989e+03,3.871e+02,3.725e+04,3.963e+04
83.2,1.721e+03,7.170e+02,4.416e+04,4.659e+04
84.8,2.152e+03,1.712e+03,5.937e+04,6.324e+04
86.3,2.277e+03,2.142e+03,7.820e+04,8.262e+04
87.9,1.743e+03,1.711e+03,9.583e+04,9.928e+04
89.4,1.541e+03,1.531e+03,1.119e+05,1.149e+05
90.9,1.536e+03,1.313e+03,1.152e+05,1.180e+05
92.5,1.615e+03,7.799e+02,1.082e+05,1.106e+05
94.0,1.638e+03,3.024e+02,1.009e+05,1.029e+05
95.6,1.579e+03,1.704e+02,9.349e+04,9.524e+04
97.1,1.452e+03,3.037e+02,8.326e+04,8.502e+04
98.7,1.241e+03,5.580e+02,6.879e+04,7.059e+04
100.2,1.195e+03,8.391e+02,6.188e+04,6.391e+04
101.7,1.225e+03,1.005e+03,5.860e+04,6.082e+04
103.3,1.262e+03,1.083e+03,5.723e+04,5.958e+04
104.8,1.242e+03,1.157e+03,5.598e+04,5.838e+04
106.4,1.306e+03,1.181e+03,5.348e+04,5.597e+04
107.9,1.375e+03,1.144e+03,5.093e+04,5.345e+04
109.4,1.479e+03,1.195e+03,4.855e+04,5.123e+04
111.0,1.617e+03,1.201e+03,4.596e+04,4.878e+04
112.5,1.632e+03,1.016e+03,4.136e+04,4.401e+04
114.1,1.615e+03,7.883e+02,3.858e+04,4.099e+04
115.6,1.566e+03,6.804e+02,3.646e+04,3.870e+04
117.1,1.387e+03,6.194e+02,3.443e+04,3.644e+04
118.7,1.116e+03,5.210e+02,3.297e+04,3.460e+04
120.2,9.332e+02,4.544e+02,3.104e+04,3.242e+04
121.8,8.362e+02,3.972e+02,2.897e+04,3.021e+04
123.3,7.503e+02,3.338e+02,2.729e+04,2.838e+04
124.9,7.011e+02,2.705e+02,2.627e+04,2.724e+04
126.4,6.600e+02,2.231e+02,2.563e+04,2.652e+04
127.9,6.439e+02,1.932e+02,2.530e+04,2.614e+04
129.5,5.969e+02,1.715e+02,2.497e+04,2.573e+04
131.0,5.554e+02,2.342e+02,2.364e+04,2.443e+04
132.6,3.755e+02,4.028e+02,1.613e+04,1.691e+04
134.1,1.031e+02,2.682e+02,3.038e+03,3.409e+03
135.6,6.655e+01,2.368e+02,8.742e+02,1.178e+03
137.2,6.699e+01,2.291e+02,8.955e+02,1.192e+03
138.7,5.376e+01,2.374e+02,8.369e+02,1.128e+03
140.3,5.167e+01,2.360e+02,8.274e+02,1.115e+03
141.8,5.344e+01,2.467e+02,8.623e+02,1.163e+03
143.4,5.976e+01,2.516e+02,9.340e+02,1.245e+03
144.9,6.649e+01,2.335e+02,8.819e+02,1.182e+03
146.4,7.410e+01,2.464e+02,9.220e+02,1.243e+03
148.0,6.568e+01,2.432e+02,9.818e+02,1.291e+03
149.5,6.114e+01,2.473e+02,1.035e+03,1.344e+03
151.1,6.144e+01,2.556e+02,1.080e+03,1.397e+03
152.6,7.010e+01,2.437e+02,1.204e+03,1.518e+03
154.1,7.649e+01,2.514e+02,1.165e+03,1.493e+03
155.7,6.290e+01,2.648e+02,1.142e+03,1.470e+03
157.2,6.011e+01,2.569e+02,1.191e+03,1.508e+03
158.8,9.023e+01,2.313e+02,1.283e+03,1.604e+03
160.3,1.197e+02,2.358e+02,1.359e+03,1.715e+03
161.9,1.399e+02,3.244e+02,1.400e+03,1.864e+03
163.4,1.706e+02,4.581e+02,1.599e+03,2.228e+03
164.9,2.098e+02,6.581e+02,2.072e+03,2.940e+03
166.5,2.723e+02,8.534e+02,2.506e+03,3.631e+03
168.0,3.966e+02,1.200e+03,2.967e+03,4.564e+03
169.6,6.197e+02,1.924e+03,3.918e+03,6.462e+03
171.1,8.699e+02,2.936e+03,4.080e+03,7.886e+03
172.6,1.199e+03,4.122e+03,3.621e+03,8.943e+03
174.2,1.551e+03,5.192e+03,2.856e+03,9.599e+03
175.7,1.732e+03,5.520e+03,2.023e+03,9.274e+03
177.3,1.644e+03,4.937e+03,1.551e+03,8.132e+03
178.8,1.445e+03,4.193e+03,1.596e+03,7.234e+03
180.3,1.332e+03,3.744e+03,1.597e+03,6.673e+03
181.9,1.199e+03,3.299e+03,1.906e+03,6.404e+03
183.4,1.022e+03,2.670e+03,2.221e+03,5.913e+03
185.0,9.077e+02,2.190e+03,2.517e+03,5.615e+03
186.5,8.479e+02,1.835e+03,2.601e+03,5.284e+03
188.1,7.656e+02,1.593e+03,2.410e+03,4.768e+03
189.6,7.139e+02,1.361e+03,2.369e+03,4.444e+03
191.1,6.821e+02,1.230e+03,2.565e+03,4.477e+03
192.7,6.766e+02,1.154e+03,2.706e+03,4.536e+03
194.2,5.917e+02,9.647e+02,2.977e+03,4.533e+03
195.8,4.891e+02,8.352e+02,3.363e+03,4.688e+03
197.3,4.264e+02,7.350e+02,3.537e+03,4.698e+03
198.8,4.583e+02,7.281e+02,3.651e+03,4.838e+03
