freq,psd_x,psd_y,psd_z,psd_xyz
66.3,1.135e+04,2.529e+04,5.220e+04,8.883e+04
67.8,7.326e+03,2.482e+04,4.861e+04,8.075e+04
69.4,5.026e+03,2.127e+04,4.288e+04,6.918e+04
70.9,4.267e+03,1.757e+04,3.763e+04,5.946e+04
72.5,3.398e+03,1.424e+04,3.291e+04,5.054e+04
74.0,2.442e+03,1.066e+04,2.776e+04,4.086e+04
75.6,1.758e+03,6.871e+03,2.202e+04,3.065e+04
77.1,2.337e+03,4.648e+03,1.698e+04,2.397e+04
78.6,5.003e+03,5.035e+03,1.636e+04,2.639e+04
80.2,7.007e+03,6.339e+03,1.607e+04,2.942e+04
81.7,7.618e+03,1.013e+04,1.862e+04,3.637e+04
83.3,1.363e+04,1.846e+04,3.099e+04,6.308e+04
84.8,1.841e+04,2.722e+04,4.826e+04,9.390e+04
86.3,1.807e+04,2.995e+04,5.631e+04,1.043e+05
87.9,1.624e+04,2.767e+04,5.514e+04,9.905e+04
89.4,1.673e+04,2.437e+04,5.086e+04,9.196e+04
91.0,1.953e+04,2.152e+04,4.637e+04,8.742e+04
92.5,2.056e+04,1.986e+04,4.393e+04,8.435e+04
94.1,1.740e+04,1.793e+04,4.038e+04,7.571e+04
95.6,1.445e+04,1.587e+04,3.589e+04,6.621e+04
97.1,1.347e+04,1.425e+04,3.313e+04,6.085e+04
98.7,1.179e+04,1.300e+04,3.198e+04,5.677e+04
100.2,9.611e+03,1.274e+04,3.218e+04,5.453e+04
101.8,6.922e+03,1.270e+04,3.205e+04,5.168e+04
103.3,4.504e+03,1.242e+04,3.118e+04,4.810e+04
104.8,2.617e+03,1.195e+04,3.035e+04,4.491e+04
106.4,1.440e+03,1.119e+04,2.943e+04,4.207e+04
107.9,1.038e+03,1.041e+04,2.899e+04,4.044e+04
109.5,1.147e+03,9.773e+03,2.908e+04,4.000e+04
111.0,1.471e+03,9.250e+03,2.936e+04,4.009e+04
112.6,2.371e+03,8.730e+03,2.897e+04,4.007e+04
114.1,4.172e+03,8.579e+03,2.981e+04,4.257e+04
115.6,7.372e+03,8.745e+03,3.077e+04,4.689e+04
117.2,7.296e+03,8.825e+03,3.078e+04,4.690e+04
118.7,5.118e+03,8.927e+03,3.025e+04,4.430e+04
120.3,5.222e+03,9.144e+03,3.004e+04,4.440e+04
121.8,5.913e+03,9.192e+03,2.985e+04,4.496e+04
123.4,7.574e+03,9.031e+03,3.013e+04,4.673e+04
124.9,9.186e+03,8.719e+03,3.047e+04,4.837e+04
126.4,1.040e+04,8.442e+03,3.070e+04,4.954e+04
128.0,9.904e+03,8.309e+03,3.103e+04,4.924e+04
129.5,8.213e+03,7.857e+03,3.064e+04,4.671e+04
131.1,8.747e+03,6.421e+03,2.575e+04,4.092e+04
132.6,8.648e+03,3.910e+03,1.556e+04,2.812e+04
134.1,8.805e+03,9.390e+02,3.543e+03,1.329e+04
135.7,1.060e+04,4.591e+02,1.704e+03,1.277e+04
137.2,1.203e+04,3.931e+02,1.794e+03,1.422e+04
138.8,1.149e+04,3.030e+02,1.607e+03,1.340e+04
140.3,1.024e+04,3.152e+02,1.448e+03,1.200e+04
141.9,8.595e+03,4.065e+02,1.371e+03,1.037e+04
143.4,7.204e+03,5.219e+02,1.399e+03,9.124e+03
144.9,6.537e+03,5.726e+02,1.480e+03,8.590e+03
146.5,5.470e+03,5.755e+02,1.482e+03,7.528e+03
148.0,4.427e+03,4.976e+02,1.358e+03,6.283e+03
149.6,3.875e+03,4.439e+02,1.299e+03,5.619e+03
151.1,4.201e+03,4.127e+02,1.252e+03,5.866e+03
152.6,4.379e+03,4.184e+02,1.158e+03,5.955e+03
154.2,4.790e+03,4.697e+02,1.294e+03,6.554e+03
155.7,4.555e+03,4.927e+02,1.338e+03,6.386e+03
157.3,3.008e+03,4.771e+02,1.265e+03,4.750e+03
158.8,4.133e+03,4.845e+02,1.149e+03,5.766e+03
160.4,4.952e+03,5.351e+02,1.156e+03,6.643e+03
161.9,6.349e+03,6.580e+02,1.281e+03,8.288e+03
163.4,6.500e+03,8.268e+02,1.542e+03,8.869e+03
165.0,6.607e+03,9.123e+02,1.700e+03,9.218e+03
166.5,6.500e+03,9.835e+02,1.872e+03,9.355e+03
168.1,6.175e+03,1.025e+03,2.016e+03,9.217e+03
169.6,5.136e+03,1.042e+03,2.068e+03,8.246e+03
171.1,3.549e+03,1.025e+03,2.061e+03,6.635e+03
172.7,2.495e+03,1.037e+03,2.127e+03,5.658e+03
174.2,1.890e+03,1.086e+03,2.180e+03,5.155e+03
175.8,1.495e+03,1.190e+03,2.318e+03,5.003e+03
177.3,1.265e+03,1.280e+03,2.470e+03,5.015e+03
178.9,1.269e+03,1.352e+03,2.594e+03,5.214e+03
180.4,1.315e+03,1.367e+03,2.715e+03,5.396e+03
181.9,1.474e+03,1.325e+03,2.785e+03,5.584e+03
183.5,1.551e+03,1.259e+03,2.793e+03,5.603e+03
185.0,1.672e+03,1.225e+03,2.819e+03,5.716e+03
186.6,1.680e+03,1.236e+03,3.039e+03,5.955e+03
188.1,1.656e+03,1.410e+03,3.221e+03,6.286e+03
189.7,2.098e+03,1.568e+03,3.296e+03,6.962e+03
191.2,2.452e+03,1.512e+03,3.328e+03,7.292e+03
192.7,2.114e+03,1.632e+03,3.608e+03,7.355e+03
194.3,1.929e+03,1.894e+03,3.816e+03,7.640e+03
195.8,1.810e+03,1.867e+03,3.819e+03,7.497e+03
197.4,1.584e+03,1.728e+03,3.884e+03,7.196e+03
198.9,1.188e+03,1.882e+03,4.323e+03,7.392e+03
