freq,psd_x,psd_y,psd_z,psd_xyz
87.8,4.671e+04,1.135e+03,2.110e+03,4.996e+04
89.3,3.930e+04,1.018e+03,2.108e+03,4.243e+04
90.9,4.438e+04,9.433e+02,3.173e+03,4.850e+04
92.4,7.497e+04,1.051e+03,5.737e+03,8.176e+04
94.0,1.227e+05,1.211e+03,7.392e+03,1.314e+05
95.5,1.490e+05,1.345e+03,7.385e+03,1.577e+05
97.0,1.597e+05,1.598e+03,6.063e+03,1.674e+05
98.6,1.679e+05,1.967e+03,4.744e+03,1.746e+05
100.1,1.702e+05,2.272e+03,3.875e+03,1.764e+05
101.7,1.663e+05,2.477e+03,3.601e+03,1.724e+05
103.2,1.606e+05,2.401e+03,3.549e+03,1.666e+05
104.8,1.578e+05,2.114e+03,3.407e+03,1.633e+05
106.3,1.532e+05,1.745e+03,3.119e+03,1.580e+05
107.8,1.510e+05,1.482e+03,2.825e+03,1.553e+05
109.4,1.538e+05,1.309e+03,2.501e+03,1.576e+05
110.9,1.602e+05,1.197e+03,2.264e+03,1.636e+05
112.5,1.629e+05,9.845e+02,1.910e+03,1.658e+05
114.0,1.803e+05,7.874e+02,1.786e+03,1.828e+05
115.5,2.169e+05,7.745e+02,2.086e+03,2.197e+05
117.1,2.539e+05,8.982e+02,2.460e+03,2.573e+05
118.6,2.902e+05,1.091e+03,2.735e+03,2.940e+05
120.2,3.129e+05,1.265e+03,2.724e+03,3.169e+05
121.7,3.313e+05,1.434e+03,2.527e+03,3.353e+05
123.2,3.531e+05,1.689e+03,2.385e+03,3.572e+05
124.8,3.658e+05,1.809e+03,2.171e+03,3.698e+05
126.3,3.674e+05,1.866e+03,2.048e+03,3.714e+05
127.9,3.837e+05,1.858e+03,2.023e+03,3.876e+05
129.4,4.171e+05,1.811e+03,2.059e+03,4.209e+05
130.9,4.148e+05,1.832e+03,2.126e+03,4.187e+05
132.5,3.028e+05,1.567e+03,1.932e+03,3.063e+05
134.0,7.120e+04,1.045e+03,1.469e+03,7.371e+04
135.6,1.531e+04,9.512e+02,1.319e+03,1.758e+04
137.1,1.328e+04,9.866e+02,1.324e+03,1.559e+04
138.6,1.426e+04,8.121e+02,1.175e+03,1.625e+04
140.2,1.438e+04,7.652e+02,1.159e+03,1.630e+04
141.7,1.335e+04,8.335e+02,1.184e+03,1.536e+04
143.3,1.318e+04,9.346e+02,1.199e+03,1.531e+04
144.8,1.223e+04,1.149e+03,1.227e+03,1.460e+04
146.3,1.147e+04,1.328e+03,1.336e+03,1.413e+04
147.9,9.847e+03,1.395e+03,1.189e+03,1.243e+04
149.4,6.951e+03,1.538e+03,1.107e+03,9.597e+03
151.0,4.129e+03,1.850e+03,1.204e+03,7.183e+03
152.5,2.597e+03,2.104e+03,1.265e+03,5.965e+03
154.0,2.789e+03,2.332e+03,1.367e+03,6.488e+03
155.6,4.764e+03,2.423e+03,1.422e+03,8.609e+03
157.1,8.142e+03,2.289e+03,1.425e+03,1.186e+04
158.7,1.283e+04,2.216e+03,1.483e+03,1.653e+04
160.2,1.682e+04,2.262e+03,1.753e+03,2.083e+04
161.7,1.968e+04,1.971e+03,1.583e+03,2.323e+04
163.3,2.206e+04,1.703e+03,1.376e+03,2.514e+04
164.8,2.224e+04,1.453e+03,1.273e+03,2.497e+04
166.4,1.864e+04,1.147e+03,1.160e+03,2.095e+04
167.9,1.874e+04,9.514e+02,1.222e+03,2.091e+04
169.5,1.922e+04,9.273e+02,1.360e+03,2.151e+04
171.0,1.746e+04,8.158e+02,1.193e+03,1.946e+04
172.5,1.867e+04,8.873e+02,1.340e+03,2.090e+04
174.1,1.980e+04,9.333e+02,1.367e+03,2.210e+04
175.6,2.090e+04,1.005e+03,1.388e+03,2.329e+04
177.2,2.297e+04,1.006e+03,1.450e+03,2.542e+04
178.7,2.531e+04,8.877e+02,1.434e+03,2.764e+04
180.2,2.671e+04,8.336e+02,1.493e+03,2.904e+04
181.8,2.749e+04,8.608e+02,1.651e+03,3.000e+04
183.3,2.789e+04,9.479e+02,1.847e+03,3.068e+04
184.9,2.555e+04,1.018e+03,2.004e+03,2.857e+04
186.4,2.240e+04,1.115e+03,2.251e+03,2.577e+04
187.9,1.946e+04,1.228e+03,2.471e+03,2.316e+04
189.5,1.682e+04,1.220e+03,2.470e+03,2.051e+04
191.0,1.580e+04,1.206e+03,2.459e+03,1.947e+04
192.6,1.741e+04,1.222e+03,2.444e+03,2.108e+04
194.1,2.058e+04,1.205e+03,2.322e+03,2.411e+04
195.6,2.064e+04,1.411e+03,2.382e+03,2.443e+04
197.2,1.947e+04,1.613e+03,2.292e+03,2.337e+04
198.7,1.935e+04,1.903e+03,2.364e+03,2.362e+04
